全局序号,唯一充电站ID,充电站名称,行政区,具体地址,经度,纬度,充电桩类型,联系电话,爬取关键词,爬取时间,站平均评分,站有效评论数,充电速度（0-5分）,价格性价比（0-5分）,设施完整性（0-5分）,环境卫生（0-5分）,位置便利性（0-5分）,服务态度（0-5分）,支付便捷性（0-5分）,安全保障（0-5分）
1406,站_4645,腾付充汽车充电站(金秋花园充电桩),长丰县,辉隆连锁,117.169655,32.492855,汽车服务;充电站;充电站,18670392218,新能源汽车充电桩,2026/1/27 20:42,4.3,16,3.658,3.963,3.123,3.297,2.17,3.117,3.252,3.587
1407,站_6135,皖小能汽车充电站(水湖镇李杨村),长丰县,水湖镇李杨村村委会,117.207405,32.455612,汽车服务;充电站;充电站,4009961666,新能源汽车充电桩,2026/1/27 20:42,4.1,17,2.688,3.776,3.175,3.671,3.355,3.762,2.711,3.331
1408,站_8614,EVCHARGER租车充电站(梅冲湖公园停车场),长丰县,君豪路与梅冲支路交口梅冲湖公园(北侧),117.250295,31.995406,汽车服务;充电站;充电站,0551-65902271,新能源汽车充电桩,2026/1/27 20:42,4.3,20,3.628,4.06,3.972,3.441,2.07,3.58,2.847,3.525
1409,站_5140,皖小能汽车充电站(杨庙镇双塘村),长丰县,杨庙镇双塘村村民委员会206国道东200米,117.08688,32.218735,汽车服务;充电站;充电站,4009961666,新能源汽车充电桩,2026/1/27 20:42,3.5,17,3.785,4.246,3.266,3.415,2.232,3.425,4.118,2.924
1410,站_7464,皖小能汽车充电站(造甲乡双河新村),长丰县,造甲乡双河社区退役军人服务站长丰县造甲乡双河村民委员会,117.29463,32.234844,汽车服务;充电站;充电站,4009961666,新能源汽车充电桩,2026/1/27 20:42,4.2,12,2.506,3.827,3.656,3.043,2.214,3.009,3.894,2.943
1411,站_6344,皖小能汽车充电站(水湖镇丰峡村),长丰县,水湖镇丰峡村,117.178825,32.465588,汽车服务;充电站;充电站,4009961666,新能源汽车充电桩,2026/1/27 20:42,3.2,6,2.541,4.366,2.576,3.445,3.781,3.312,2.654,3.688
1412,站_4847,皖小能汽车充电站(下塘镇陶新村),长丰县,下塘镇陶新村党群服务中心长丰县下塘镇陶新村民委员会,117.28557,32.190083,汽车服务;充电站;充电站,4009961666,新能源汽车充电桩,2026/1/27 20:42,3.8,14,3.471,2.883,3.811,3.044,3.12,3.856,4.053,3.123
1413,站_9782,皖小能汽车充电站(岗集镇新庄社区),长丰县,岗集镇新庄社居委监督委员会地面停车场,117.21609,31.980288,汽车服务;充电站;充电站,4009961666,新能源汽车充电桩,2026/1/27 20:42,4.4,17,3.413,4.019,2.997,2.857,2.419,3.254,3.758,3.534
1414,站_8608,皖小能汽车充电站(造甲乡许圩村),长丰县,造甲乡许圩村村委会中共造甲乡许圩村总支委员会,117.32834,32.263233,汽车服务;充电站;充电站,4009961666,新能源汽车充电桩,2026/1/27 20:42,3.4,7,3.015,4.398,2.786,3.479,3.548,2.971,3.796,3.157
1415,站_5256,皖小能汽车充电站(庄墓镇侯集村),长丰县,庄墓镇侯集社区党群服务中心,117.11411,32.329105,汽车服务;充电站;充电站,4009961666,新能源汽车充电桩,2026/1/27 20:42,3.6,16,3.77,3.911,3.891,2.87,2.162,3.006,3.722,3.605
1416,站_7681,云快充目的地充电站(北城国徽苑私桩共享),长丰县,双墩镇北城世纪城·国徽苑北区地下停车场16栋南侧车位号A1559,117.245,31.9988,汽车服务;充电站;充电站,18301200183;4008288517,快充桩,2026/1/27 20:42,4,16,2.949,3.939,3.702,3.781,3.691,3.376,2.526,3.088
1417,站_5530,保约快充桩,长丰县,052乡道,117.197145,32.13749,汽车服务;充电站;充电站,15256977696,快充桩,2026/1/27 20:42,4.6,7,3.241,3.791,3.085,3.098,3.275,3.364,2.551,3.181
1418,站_8342,特来电汽车充电站(合肥岗集公租房),长丰县,金岗大道岗集公租房,117.198594,31.945863,汽车服务;充电站;充电站,,特来电充电站,2026/1/27 20:42,4.1,26,3.765,4.075,3.305,3.92,3.243,3.077,3.029,3.438
1419,站_2428,星星充电汽车充电站(异常融科梧桐里充电站)(暂停营业),长丰县,阜阳路与金宁路交叉口,117.26664,31.959341,汽车服务;充电站;充电站,15656563322,星星充电,2026/1/27 20:42,4.4,8,3.747,4.104,3.8,3.263,3.262,3.779,2.666,3.855
1420,站_6789,龙门寺服务区国家电网电动汽车充电站,长丰县,龙门寺服务区(蚌合高速合肥方向)龙门寺服务区1F层,117.103912,32.140184,汽车服务;充电站;充电站,96529,国家电网充电站,2026/1/27 20:42,3.6,13,3.547,3.88,3.528,3.338,3.419,3.835,3.2,3.671
1421,站_3337,龙门寺服务区国家电网电动汽车充电站,长丰县,龙门寺服务区(蚌合高速蚌埠方向)龙门寺服务区1F层,117.105508,32.13791,汽车服务;充电站;充电站,96529,国家电网充电站,2026/1/27 20:42,3.5,28,3.034,3.682,2.797,3.207,3.752,3.726,4.066,3.855
1422,站_726,中国石化汽车充电站(文明南路充电站),庐江县,岗湾街道文明南路与县河梗交口东南侧,117.29054,31.238459,汽车服务;充电站;充电站,95105888,新能源汽车充电桩,2026/1/27 20:43,3.875,24,3.42,2.737,2.691,2.5,2.766,2.5,2.5,2.5
1423,站_727,中国石化汽车充电站(外环南路充电站),庐江县,岗湾街道中国石化外环南路加油加气站,117.30152,31.223581,汽车服务;充电站;充电站,95105888,新能源汽车充电桩,2026/1/27 20:43,2.952380952380953,21,5.601,3.388,2.89,2.5,2.5,2.5,2.5,2.5
1424,站_728,中国石化汽车充电站(塔山社区充电站),庐江县,庐城镇内环北路庐江县城关小学惠民校区,117.303635,31.25773,汽车服务;充电站;充电站,95105888,新能源汽车充电桩,2026/1/27 20:43,2.8125,8,1.716,2.5,2.5,2.5,3.745,2.5,3.745,2.5
1425,站_729,超翔汽车充电站(国轩三期),庐江县,庐城镇王家山咀,117.23526,31.231239,汽车服务;充电站;充电站,13805650001,新能源汽车充电桩,2026/1/27 20:43,2.7333333333333334,30,2.225,2.539,2.571,2.5,2.682,2.5,2.5,2.5
1426,站_730,国家电网汽车充电站(合安高速陈埠服务区充电站安庆方向),庐江县,合安高速公路陈埠服务区(安庆方向),117.160025,31.220714,汽车服务;充电站;充电站,0551-63881234;96529,新能源汽车充电桩,2026/1/27 20:43,3.4285714285714284,7,2.884,2.5,2.5,2.5,2.5,2.5,2.5,2.5
1427,站_3648,国家电网汽车充电站(安徽省合肥市庐江县松棵路充电站),庐江县,松棵路与方塔路交界处向北50米,117.287415,31.266813,汽车服务;充电站;充电站,96529,新能源汽车充电桩,2026/1/27 20:43,4.3,29,3.184,4.248,2.913,3.593,2.619,3.711,2.691,3.562
1428,站_3384,极氪能源超级充电站(合肥庐江安德利酒店极充站),庐江县,军二路周瑜大道与合铜路交口安德利广场1楼庐江安德利酒店地面停车位,117.26838,31.263187,汽车服务;充电站;充电站,4000036036,新能源汽车充电桩,2026/1/27 20:43,4.5,15,2.752,2.883,3.79,3.08,3.68,2.859,2.835,2.899
1429,站_8648,昆仑网电汽车充电站(中国石油合肥庐江县陈埠充电站),庐江县,陈埠充电站,117.24112,31.2081,汽车服务;充电站;充电站,95700,新能源汽车充电桩,2026/1/27 20:43,4,26,2.946,3.753,3.523,2.832,3.104,2.831,2.958,3.789
1430,站_4829,中国石化汽车充电站(周瑜大道充电站),庐江县,346国道与二军路交叉口东120米,117.20604,31.317034,汽车服务;充电站;充电站,95105888,新能源汽车充电桩,2026/1/27 20:43,4.4,25,3.888,4.335,2.915,3.076,2.816,3.532,4.107,3.543
1431,站_7217,中国石化汽车充电站(惠民路充电站),庐江县,庐巢路240号,117.304377,31.252268,汽车服务;充电站;充电站,95105888,新能源汽车充电桩,2026/1/27 20:43,4.1,29,3.179,3.971,3.279,2.831,2.278,3.745,2.586,3.814
1432,站_5452,蔚景云汽车充电站(徽充充电站同大站),庐江县,同大镇合铜路红府超市后院,117.259779,31.50065,汽车服务;充电站;充电站,4006803880,新能源汽车充电桩,2026/1/27 20:43,3.3,8,3.557,4.111,2.567,3.735,2.832,3.364,3.737,3.666
1433,站_8582,中国石化汽车充电站(合黄充电站),庐江县,罗河镇中国石化合黄加油站,117.371315,31.000788,汽车服务;充电站;充电站,95105888,新能源汽车充电桩,2026/1/27 20:43,3.5,22,2.61,3.898,3.554,3.106,2.756,3.29,3.086,3.4
1434,站_9794,卫莱电汽车充电站(皖能慧充白湖镇裴岗快充站),庐江县,白湖镇农村环境综合治理办公室庐江县S103附近,117.40068,31.221216,汽车服务;充电站;充电站,17605538003,新能源汽车充电桩,2026/1/27 20:43,4.4,18,3.954,3.674,3.36,3.957,2.798,3.461,2.653,2.899
1435,站_9374,云快充汽车充电站(庐江县方圆荟超充站),庐江县,城中中路112号,117.292271,31.243256,汽车服务;充电站;充电站,4008288517,新能源汽车充电桩,2026/1/27 20:43,3.2,26,3.544,3.601,2.693,3.888,3.752,3.334,3.086,2.963
1436,站_5479,中国铁塔汽车充电站(安徽合肥庐江县高建新村汽车充电站),庐江县,内环东路与潜川路交叉口南40米,117.306474,31.235649,汽车服务;充电站;充电站,10096,新能源汽车充电桩,2026/1/27 20:43,3.3,16,2.669,3.736,3.617,3.354,3.309,3.656,4.02,3.563
1437,站_6997,中国石化汽车充电站(合铜路充电站),庐江县,泥河镇中国石化合铜路加油站,117.307465,31.098198,汽车服务;充电站;充电站,95105888,新能源汽车充电桩,2026/1/27 20:43,3.9,25,3.479,3.713,3.84,3.642,3.263,3.899,2.928,3.463
1438,站_7861,皖小能汽车充电站(水西门),庐江县,黄山南路水西门特色文化旅游街区负1层停车场F区,117.278175,31.24275,汽车服务;充电站;充电站,4009961666,新能源汽车充电桩,2026/1/27 20:43,4.3,28,3.573,4.034,2.898,3.638,3.11,3.4,3.644,3.428
1439,站_3476,星星充电汽车充电站(庐庆超级快充充电站),庐江县,移湖街道南环路中港石化加油站地面停车场(庐庆站),117.274526,31.220945,汽车服务;充电站;充电站,13965439881,新能源汽车充电桩,2026/1/27 20:43,4.6,8,3.6,3.752,3.289,3.099,2.519,3.896,3.014,3.786
1440,站_5950,云快充汽车充电站(盛桥绿色动力快充站),庐江县,盛桥镇官塘村35号(镇中路口正对面金鑫粮油粮贸院内),117.48863,31.376755,汽车服务;充电站;充电站,4008288517,新能源汽车充电桩,2026/1/27 20:43,4.5,8,3.844,4.228,3.589,3.138,2.555,3.356,2.715,3.862
1441,站_9560,星星充电汽车充电站(水木景苑),庐江县,文昌路汽车修理厂内地面停车场,117.283733,31.248932,汽车服务;充电站;充电站,13696783520,新能源汽车充电桩,2026/1/27 20:43,3.9,9,3.884,4.486,2.794,3.646,3.097,2.895,4.003,3.165
1442,站_8614,国家电网汽车充电站(安徽省合肥市庐江县柯坦镇牛王寨景区停车场充电站),庐江县,牛王寨景区地面停车场,117.09883,31.244698,汽车服务;充电站;充电站,96529,新能源汽车充电桩,2026/1/27 20:43,4.3,14,3.751,4.206,3.497,3.274,2.531,3.408,3.752,3.665
1443,站_6591,中充服汽车充电站(新渡社区快充站),庐江县,同大镇新渡社区居委会,117.27604,31.457582,汽车服务;充电站;充电站,18355107967,新能源汽车充电桩,2026/1/27 20:43,3.3,13,3.83,4.413,3.867,3.545,2.115,3.888,3.094,3.149
1444,站_2529,国家电网汽车充电站(安徽省合肥市庐江县汤池公交停车场充电站),庐江县,地面停车场,117.095068,31.335053,汽车服务;充电站;充电站,96529,新能源汽车充电桩,2026/1/27 20:43,4,27,3.29,3.84,3.109,3.854,2.992,3.553,3.24,3.204
1445,站_6524,特来电汽车充电站(特来电特来电庐江中心城超充站),庐江县,庐江·中心城二区西南门西410米,117.283368,31.243265,汽车服务;充电站;充电站,4001300001,新能源汽车充电桩,2026/1/27 20:43,3.4,13,2.58,3.323,3.923,3.093,2.97,3.081,3.913,3.853
1446,站_3158,来点电汽车充电站(庐江碧桂园玺园充电站),庐江县,城东大道23号冶山路新庐国际小区西侧约130米庐江碧桂园·玺园,117.318344,31.251394,汽车服务;充电站;充电站,15639060008,新能源汽车充电桩,2026/1/27 20:43,4.4,20,3.38,3.77,3.644,3.046,2.75,3.202,3.982,3.641
1447,站_6040,沙溪服务区国家电网电动汽车充电站,庐江县,京台高速沙溪服务区北京方向,117.254622,31.14705,汽车服务;充电站;充电站,0551-63881234;96529,新能源汽车充电桩,2026/1/27 20:43,3.5,10,3.876,3.723,2.692,3.573,2.08,2.865,3.195,3.546
1448,站_6785,中充服汽车充电站(冶父山国家森林公园冶父街快充站),庐江县,346国道冶父街停车场,117.358444,31.295998,汽车服务;充电站;充电站,18355107967,新能源汽车充电桩,2026/1/27 20:43,3.9,19,3.718,3.808,2.567,3.775,3.368,2.808,3.823,3.207
1449,站_5342,超翔汽车充电站(国轩小镇停车场),庐江县,国轩小镇边上停车场,117.23202,31.22452,汽车服务;充电站;充电站,13805650001,新能源汽车充电桩,2026/1/27 20:43,4.4,23,3.836,4.489,3.526,2.83,3.033,2.981,4.141,3.745
1450,站_3040,国家电网汽车充电站(京台高速沙溪服务区充电站台北方向2),庐江县,京台高速沙溪服务区充电站(台北方向),117.251281,31.149198,汽车服务;充电站;充电站,96529,新能源汽车充电桩,2026/1/27 20:43,3.7,28,3.966,3.583,3.739,3.516,3.336,2.808,2.962,2.803
1451,站_9034,超翔汽车充电站(庐江县中医院医疗集团金牛分院充电站),庐江县,立人大道,117.22691,31.388311,汽车服务;充电站;充电站,13396551646,新能源汽车充电桩,2026/1/27 20:43,3.5,25,2.815,3.702,3.146,2.95,3.224,3.151,2.856,3.231
1452,站_8120,科大智能汽车充电站(庐江鸿福金陵酒店站),庐江县,庐江鸿福金陵酒店,117.27523,31.251066,汽车服务;充电站;充电站,15631299228,新能源汽车充电桩,2026/1/27 20:43,3.4,5,3.346,3.809,3.693,2.846,2.935,3.13,2.962,2.917
1453,站_2025,特来电汽车充电站(庐江华天产业园超充站),庐江县,移湖街道华天·城市产业园,117.251724,31.247639,汽车服务;充电站;充电站,17601232071,新能源汽车充电桩,2026/1/27 20:43,4,18,3.195,3.571,3.382,3.643,2.813,3.345,3.311,3.611
1454,站_9084,国家电网汽车充电站(安徽省合肥市庐江县同大中心供电所有序交流充电站),庐江县,同大镇韦桥大道同伈苑西北侧同大供电所院外,117.26802,31.49677,汽车服务;充电站;充电站,96529,新能源汽车充电桩,2026/1/27 20:43,3.9,17,3.127,3.975,4.322,3.115,3.461,3.458,3.319,3.531
1455,站_1401,特来电汽车充电站(特来电特来电庐江体育公园超充站),庐江县,潜川路体育公园停车点,117.30032,31.236115,汽车服务;充电站;充电站,4001300001,新能源汽车充电桩,2026/1/27 20:43,4.3,15,3.671,4.149,3.652,3.7,2.231,3.795,4.118,3.095
1456,站_1139,昆仑网电汽车充电站(中国石油合肥庐江壹号泉充电站),庐江县,汤池镇西大街88号万振·逍遥别院酒店,117.09374,31.3275,汽车服务;充电站;充电站,95700,新能源汽车充电桩,2026/1/27 20:43,4.4,10,3.597,4.402,3.789,3.871,3.719,3.746,3.181,3.831
1457,站_5977,特来电汽车充电站(庐江岗湾街道充电站),庐江县,文明路岗湾街道办停车场,117.29009,31.238482,汽车服务;充电站;充电站,18356053016,新能源汽车充电桩,2026/1/27 20:43,3.9,17,3.502,3.799,3.083,2.856,2.923,3.561,2.536,2.991
1458,站_7435,超翔汽车充电站(庐江县好旺圆大酒店),庐江县,龙桥镇好旺圆大酒店龙桥大道与滨河路停车场,117.44452,31.148321,汽车服务;充电站;充电站,13003093555,新能源汽车充电桩,2026/1/27 20:43,4.3,10,3.097,3.665,3.939,3.498,2.046,3.055,2.709,3.298
1459,站_8286,中充服汽车充电站(乐桥农贸综合市场快充站),庐江县,乐桥镇新乐水体公园,117.17837,31.141474,汽车服务;充电站;充电站,18355107967,新能源汽车充电桩,2026/1/27 20:43,3.9,20,2.967,3.807,3.092,2.919,3.445,3.273,3.838,2.954
1460,站_3999,驴充充汽车充电站(驴充充快充电站福太酒店内设快餐小吃),庐江县,罗河镇G330(S232)驴充充充电站福太大酒店,117.359996,31.007759,汽车服务;充电站;充电站,15357716998,新能源汽车充电桩,2026/1/27 20:43,3.5,23,3.692,4.168,2.611,3.659,3.091,3.83,3.032,3.861
1461,站_7033,国家电网汽车充电站(安徽省合肥市庐江县龙桥镇供电营业厅有序交流充电站),庐江县,裴桂路与龙矾路交口东北350米龙桥供电营业厅院外,117.44331,31.14296,汽车服务;充电站;充电站,96529,新能源汽车充电桩,2026/1/27 20:43,4.3,7,3.89,4.446,2.741,3.466,3.183,3.214,2.64,2.84
1462,站_5713,国家电网汽车充电站(合安高速陈埠服务区充电站合肥方向2),庐江县,合安高速陈埠服务区合肥方向,117.1603,31.218452,汽车服务;充电站;充电站,96529,新能源汽车充电桩,2026/1/27 20:43,3.9,22,3.085,3.792,3.623,3.283,2.981,3.049,3.006,3.218
1463,站_1586,国家电网汽车充电站(安徽省合肥市庐江县云里安凹·云溪山舍充电站),庐江县,长冲村安凹组,117.13208,31.287388,汽车服务;充电站;充电站,96529,新能源汽车充电桩,2026/1/27 20:43,3.9,12,3.762,3.809,3.281,2.841,3.601,3.372,4.184,3.205
1464,站_4429,皖小能汽车充电站(移湖西路停车场),庐江县,移湖西路庐江皖能天然气公司附近8米,117.22512,31.249975,汽车服务;充电站;充电站,18709850678,新能源汽车充电桩,2026/1/27 20:43,3.8,27,3.719,3.59,3.164,3.433,2.437,3.959,2.711,3.453
1465,站_5801,国家电网汽车充电站(安徽省合肥市庐江县汤池中心供电所有序交流充电站),庐江县,汤池镇银河路西南侧约40米汤池供电所院外,117.092834,31.330523,汽车服务;充电站;充电站,96529,新能源汽车充电桩,2026/1/27 20:43,3.8,17,3.847,4.451,3.948,3.942,3.125,3.865,3.172,4.155
1466,站_6891,国家电网汽车充电站(安徽省合肥市庐江县汤池镇金汤湖公园停车场充电站),庐江县,汤池镇庐江云汤小院民宿对面,117.09234,31.29915,汽车服务;充电站;充电站,96529,新能源汽车充电桩,2026/1/27 20:43,3.4,28,3.333,3.666,3.832,3.675,3.55,3.932,3.073,3.118
1467,站_1456,欧特莩汽车充电站(慧萍名烟名酒隔壁),庐江县,朝阳路与汇丰路交叉口正南方向78米左右,117.157814,31.424883,汽车服务;充电站;个人充电站,18654166086,新能源汽车充电桩,2026/1/27 20:43,4.5,26,2.768,3.931,3.298,3.698,3.612,3.189,3.295,3.473
1468,站_9882,国家电网汽车充电站(安徽省合肥市庐江县冶山中心供电所有序交流充电站),庐江县,冶山镇冶山人民政府西南侧冶山供电所院外,117.33397,31.27005,汽车服务;充电站;充电站,96529,新能源汽车充电桩,2026/1/27 20:43,3.7,24,2.714,3.961,4.49,3.76,3.596,3.346,3.961,4.353
1469,站_2266,国家电网汽车充电站(安徽省合肥市庐江县独山旅游景区充电站),庐江县,独山旅游景区管委会东侧280米,117.372648,31.271458,汽车服务;充电站;充电站,96529,新能源汽车充电桩,2026/1/27 20:43,3.6,26,3.121,4.454,3.684,3.384,2.403,3.43,4.086,3.302
